"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y"
"F2S4_170908_005_D01","F2S4",924375,7192,642344160,"Cells","Mus musculus",344733,"M",56,"Normal","Pdyn-T2A-CreERT2/wt;Ai14(RCL-tdT)/wt","Pdyn-T2A-CreERT2","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","9/8/2017","F2S4_170908_005","RFP-positive","A8S4_170912_07","L8S4_170918_04_D06",428,"SM-GE631_S140_E1-50","SM-GE631","R8S4-170927",1352609,82.1630093759626,13.5565579575541,4.28043266648337,0.125387307,0.000369656,85.04682432,0.002090774,0.002721407,95.68936773,0.360015581,8188,7336,76.89,76.89,"GABAergic","Sst","Sst Tac2 Myh4",0.5947,0.822321605,"Intermediate","F2S4_170908_005_D01","Sst",1,"F2S4_170908_005_D01",2748.69890900013,3200.5190311059
"F2S4_160120_011_D01","F2S4",1546284,8931,527127047,"Cells","Mus musculus",226423,"M",56,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/20/2016","F2S4_160120_011","RFP-positive","A8S4_160122_01","L8S4_160128_01_D07",655,"LS-15002_S52_E1-50","LS-15002","R8S4-160203",2437961,76.2540361799914,18.8816228221267,4.8643409978819,0.184826583,4.1e-05,85.49234381,0.003182167,0.012274602,95.39594768,0.331812908,10207,9120,244.06,244.06,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1316,0.858024118,"Core","F2S4_160120_011_D01","L6 IT",1,"F2S4_160120_011_D01",3542.53254555863,3327.22600410698
"F2S4_160128_027_E01","F2S4",1148983,8572,521590239,"Cells","Mus musculus",227802,"M",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/28/2016","F2S4_160128_027","RFP-positive","A8S4_160412_03","L8S4_160421_02_E07",389,"LS-15070_S53_E1-50","LS-15070","R8S4-160513",2179123,64.5522337999273,28.8028404641813,6.64492573589145,0.075993875,0.0004589,85.45791128,0.002236221,0.014061161,94.54670526,0.33927542,10179,8763,95.91,95.91,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1179,0.829771476,"Core","F2S4_160128_027_E01","L6 IT",1,"F2S4_160128_027_E01",3528.10781744344,3369.4181166359
"F2S4_160516_033_H01","F2S4",1822707,7764,530715983,"Cells","Mus musculus",245824,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/16/2016","F2S4_160516_033","RFP-positive","A8S4_160616_03","L8S4_160629_01_H08",394,"LS-15349_S64_E1-50","LS-15349","R8S4-160707",2579075,87.2018509657318,9.18447134901355,3.61367768525461,0.14326842,0.000387736,82.21614338,0.001905334,0.005036302,95.38082452,0.354444312,9013,7894,78.32,78.32,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.829736992,"Core","F2S4_160516_033_H01","L6 IT",1,"F2S4_160516_033_H01",3503.71557309071,3336.88221332241
"F2S4_160304_020_A01","F2S4",1302049,5296,527146570,"Cells","Mus musculus",233280,"M",55,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/4/2016","F2S4_160304_020","RFP-positive","A8S4_160310_02","L8S4_160317_01_A11",554,"LS-15031_S81_E1-50","LS-15031","R8S4-160328",2726862,68.5855097409102,25.7804877690085,5.63400249008126,0.061352573,0.008948014,72.43047136,0.007160245,0.12582815,81.83652125,0.419216236,6783,5430,216.37,216.37,"Non-Neuronal","Astro","Astro Aqp4",0,0.716715989,"Core","F2S4_160304_020_A01","Astro",1,"F2S4_160304_020_A01",3580.30232878393,1538.76679266284
"F2S4_160405_040_E01","F2S4",1307515,4864,519597958,"Cells","Mus musculus",237583,"M",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/5/2016","F2S4_160405_040","RFP-positive","A8S4_160408_02","L8S4_160415_03_E12",448,"LS-15064_S93_E1-50","LS-15064","R8S4-160504",2581853,66.0960122729271,28.359265286468,5.54472244060494,0.071925086,0.000116196,79.35227141,0.008631785,0.026772245,88.03076705,0.353444936,7974,4987,69.33,69.33,"Non-Neuronal","Astro","Astro Aqp4",0,0.713765662,"Core","F2S4_160405_040_E01","Astro",1,"F2S4_160405_040_E01",3525.9984135452,1483.57255378505
"F2S4_160405_041_E01","F2S4",1651315,4869,519597119,"Cells","Mus musculus",237583,"M",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/5/2016","F2S4_160405_041","RFP-positive","A8S4_160408_01","L8S4_160415_02_E11",422,"LS-15063_S85_E1-50","LS-15063","R8S4-160504",2721005,75.6670998031363,19.8844735161341,4.44842668072962,0.068945114,0.000147005,82.81263724,0.007708549,0.011997405,92.98582693,0.353285322,7117,4971,661.15,661.15,"Non-Neuronal","Astro","Astro Aqp4",0,0.706443237,"Core","F2S4_160405_041_E01","Astro",1,"F2S4_160405_041_E01",3569.34164317545,1500.29780946185
"F2S4_160901_005_C01","F2S4",1177402,4576,553177658,"Cells","Mus musculus",275830,"M",59,"Normal","Vipr2-IRES2-Cre/wt;PhiC31-neo/Ai14(RCL-tdT)","Vipr2-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L1-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","9/1/2016","F2S4_160901_005","RFP-positive","A8S4_160914_04","L8S4_160919_03_C07",446,"LS-15561_S51_E1-50","LS-15561","R8S4-160930",2557377,59.5103165925525,36.0251643642415,4.46451904320599,0.059396796,0,82.89673365,0.007525289,0.022545366,93.63914667,0.345473048,6417,4760,95.41,95.41,"Non-Neuronal","Astro","Astro Aqp4",0,0.743689237,"Core","F2S4_160901_005_C01","Astro",1,"F2S4_160901_005_C01",3535.80225094573,1524.08060472615
"F2S4_161107_007_A01","F2S4",1768371,10052,567014050,"Cells","Mus musculus",280325,"M",55,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/7/2016","F2S4_161107_007","RFP-positive","A8S4_161216_04","L8S4_170104_01_A08",365,"SM-D9CXR_S57_E1-50","SM-D9CXR","R8S4-170112",2381774,88.2994452189001,8.39528217529352,3.30527260580635,0.412675594,0.000587797,85.30549078,0.003113226,0.003320634,95.74703561,0.371615474,10998,10207,219.58,219.58,"GABAergic","Sncg","Sncg Vip Itih5",0.5649,0.874657733,"Core","F2S4_161107_007_A01","Sncg",1,"F2S4_161107_007_A01",2613.86156913118,5735.16770477054
"F2S4_160415_012_H01","F2S4",1726559,10537,522730843,"Cells","Mus musculus",240558,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/15/2016","F2S4_160415_012","RFP-positive","A8S4_160422_03","L8S4_160503_02_H07",377,"LS-15078_S56_E1-50","LS-15078","R8S4-160520",2421641,86.4046685976241,9.67828161794286,3.91704978443307,0.171371397,0.000619415,83.73140362,0.001177301,0.00758783,92.99388307,0.366687971,11514,10620,126.77,126.77,"GABAergic","Sst","Sst Rxfp1 Eya1",0.6459,0.886490964,"Core","F2S4_160415_012_H01","Sst",1,"F2S4_160415_012_H01",3043.19375167515,3362.56449655503
"F2S4_161028_001_H01","F2S4",1228910,8565,567012644,"Cells","Mus musculus",278251,"M",54,"Normal","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Sst-IRES-Cre","Ai14(RCL-tdT)","R","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/28/2016","F2S4_161028_001","RFP-positive","A8S4_161216_02","L8S4_161222_01_H10",400,"SM-D9CXP_S80_E1-50","SM-D9CXP","R8S4-170112",1634300,90.1303163099102,6.2512995771653,3.61838411292451,0.18741969,0.000244753,84.45554672,0.007925717,0.003458973,95.38683228,0.342292723,9436,8681,102.8,102.8,"GABAergic","Sst","Sst Rxfp1 Prdm8",0.971,0.857457841,"Intermediate","F2S4_161028_001_H01","Sst",1,"F2S4_161028_001_H01",3012.46683499923,3388.1741937729
"F2S4_160404_030_D01","F2S4",1997187,11136,519596685,"Cells","Mus musculus",237585,"M",58,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/4/2016","F2S4_160404_030","RFP-positive","A8S4_160408_01","L8S4_160415_02_D04",443,"LS-15063_S28_E1-50","LS-15063","R8S4-160504",2734840,86.4740192352904,9.78030947189296,3.74567129281662,0.109878457,0.000877565,85.79130772,0.001298065,0.003545363,95.64906905,0.349495522,12162,11286,112.99,112.99,"GABAergic","Pvalb","Pvalb Tpbg",0.0522,0.884334952,"Core","F2S4_160404_030_D01","Pvalb",1,"F2S4_160404_030_D01",4285.99569701898,675.711512871405
"F2S4_170828_004_G01","F2S4",972159,8525,640037779,"Cells","Mus musculus",341956,"M",59,"Normal","Gng7-Cre_KH71/wt;Ai14(RCL-tdT)/wt","Gng7-Cre_KH71","Ai14(RCL-tdT)","R","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/28/2017","F2S4_170828_004","RFP-positive","A8S4_170901_01","L8S4_170911_04_G06",387,"SM-GE635_S047_E1-50","SM-GE635","R8S4-170921",1266000,90.7508079882784,6.03095678809189,3.21823522362975,0.123617694,7.9e-05,85.78436019,0.004515798,0.00249921,96.15315956,0.362931824,9227,8636,123.22,123.22,"GABAergic","Sst","Sst Tac1 Htr1d",0.6409,0.865596888,"Core","F2S4_170828_004_G01","Sst",1,"F2S4_170828_004_G01",4293.77320484763,618.192331983171
"F2S4_160404_008_C01","F2S4",1879393,9817,519599067,"Cells","Mus musculus",237585,"M",58,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/4/2016","F2S4_160404_008","RFP-positive","A8S4_160411_01","L8S4_160419_02_C07",446,"LS-15066_S51_E1-50","LS-15066","R8S4-160506-V1",2532169,87.068477559037,9.54064442337919,3.39087801758379,0.126452855,0.000750345,86.58351792,0.001891264,0.005261102,96.47081218,0.352352868,10828,9992,262.23,262.23,"GABAergic","Sst","Sst Myh8 Etv1 ",0.4935,0.878001599,"Core","F2S4_160404_008_C01","Sst",1,"F2S4_160404_008_C01",4631.03995420158,1589.37238896414
"F2S4_160330_026_E01","F2S4",1445883,8640,519595123,"Cells","Mus musculus",237303,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/30/2016","F2S4_160330_026","RFP-positive","A8S4_160407_02","L8S4_160414_04_E03",521,"LS-15061_S21_E1-50","LS-15061","R8S4-160504",2038519,85.2400487594165,10.922645568467,3.83730567211643,0.116064653,0.000490552,84.99543051,0.002346311,0.006638153,95.72616198,0.355266621,9532,8764,286.97,286.97,"Glutamatergic","L6 CT","L6 CT VISp Ctxn3 Brinp3",0.0428,0.887955328,"Core","F2S4_160330_026_E01","L6 CT",1,"F2S4_160330_026_E01",2187.84004804846,6338.51778013838
"F2S4_161207_003_E01","F2S4",1495052,9079,566710021,"Cells","Mus musculus",284706,"M",59,"Normal","Ai14(RCL-tdT)/Ai14(RCL-tdT)","","Ai14(RCL-tdT)/Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","LGd","LGd, LGv, LP","PTLp, HPF","RV-dGL-Cre","OK","12/7/2016","F2S4_161207_003","RFP-positive","A8S4_161209_01","L8S4_161220_01_E03",384,"SM-D9CXH_S21_E1-50","SM-D9CXH","R8S4-170111",2331952,76.4539941023485,19.1550739422567,4.39093195539483,0.116340302,0.000257295,86.09941371,0.00368318,0.001711013,95.90073038,0.345558648,10306,9244,397.09,397.09,"Glutamatergic","L6 CT","L6 CT VISp Ctxn3 Brinp3",0.1831,0.893314644,"Core","F2S4_161207_003_E01","L6 CT",1,"F2S4_161207_003_E01",2186.18053257596,6378.48334041716
"F1S4_161209_006_A01","F1S4",1479735,8848,567012042,"Cells","Mus musculus",285675,"M",55,"Normal","Ntsr1-Cre_GN22/wt;Ai14(RCL-tdT)/wt","Ntsr1-Cre_GN220","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/9/2016","F1S4_161209_006","RFP-positive","A8S4_161216_02","L8S4_161222_01_A03",391,"SM-D9CXP_S17_E1-50","SM-D9CXP","R8S4-170112",2179182,82.4872343552549,13.5409950935145,3.97177055123051,0.093842552,0.00036711,83.84659932,0.004525092,0.003265445,94.3276881,0.338211918,9927,8980,152.81,152.81,"Glutamatergic","L6 CT","L6 CT VISp Krt80 Sla",0.4723,0.857286705,"Core","F1S4_161209_006_A01","L6 CT",1,"F1S4_161209_006_A01",2149.067845715,6393.43002777413
"F2S4_180110_058_F01","F2S4",841012,8780,660546320,"Cells","Mus musculus",366890,"F",59,"Normal","Rbp4-Cre_KL1/wt;Ai14(RCL-tdT)/wt","Rbp4-Cre_KL100","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/10/2018","F2S4_180110_058","RFP-positive","A8S4_180111_10","L8S4_180118_03_F09",369,"SM-GE676_S166_E1-50","SM-GE676","R8S4-180124",1185736,84.6778921673815,10.9670600637219,4.35504776889654,0.123973633,0.000337343,85.30119689,0.004600518,0.001857074,95.96959188,0.367769641,9621,8930,269.87,269.87,"Glutamatergic","L5 IT","L5 IT VISp Whrn Tox2",0.8741,0.887860168,"Core","F2S4_180110_058_F01","L5 IT",1,"F2S4_180110_058_F01",2347.99318159026,3482.31582500063
"F2S4_160516_036_D01","F2S4",1753355,9932,530716186,"Cells","Mus musculus",245824,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/16/2016","F2S4_160516_036","RFP-positive","A8S4_160616_03","L8S4_160629_01_D12",439,"LS-15349_S92_E1-50","LS-15349","R8S4-160707",2438196,84.8036277990084,11.160553508072,4.03581869291967,0.1168897,0.000246084,86.43698046,0.002201218,0.003749904,96.11278175,0.348196744,10920,10103,326.88,326.88,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.887260007,"Core","F2S4_160516_036_D01","L6 IT",1,"F2S4_160516_036_D01",2166.5231563253,5973.63124143424
"F2S4_170105_010_F01","F2S4",2365546,9441,568053650,"Cells","Mus musculus",291016,"M",53,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","PG","PG","RSP, SCm, SCs, MRN","AAV2-retro-EF1a-Cre","OK","1/5/2017","F2S4_170105_010","RFP-positive","A8S4_170109_04","L8S4_170116_03_F10",510,"SM-D9CYA_S78_E1-50","SM-D9CYA","R8S4-170125",2936969,94.6152650835465,2.32137958785897,3.06335532859449,0.146954224,0.00027239,85.89549294,0.002668057,0.001478735,96.34793558,0.359403597,10171,9522,506.64,506.64,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.889841667,"Core","F2S4_170105_010_F01","L6 IT",1,"F2S4_170105_010_F01",2070.45365145635,6010.99300513738
"F2S4_170203_014_B01","F2S4",1779144,9799,571877785,"Cells","Mus musculus",295493,"F",58,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","VISp-c","VISp, VISpm, VISpl","none","AAV2-retro-EF1a-Cre","OK","2/3/2017","F2S4_170203_014","RFP-positive","A8S4_170208_01","L8S4_170215_05_B06",456,"SM-D9CZQ_S42_E1-50","SM-D9CZQ","R8S4-170223",2560816,82.6671400765415,13.3400647449313,3.99279517852719,0.164674073,0.0003124,85.89594098,0.002517947,0.001204694,95.82508076,0.348930967,10921,10022,238.99,238.99,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.884296112,"Core","F2S4_170203_014_B01","L6 IT",1,"F2S4_170203_014_B01",2149.85646623328,6048.82934010819
"F2S4_170518_011_A01","F2S4",2099756,9083,595878065,"Cells","Mus musculus",318543,"M",56,"Normal","Penk-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt","Penk-IRES2-Cre-neo","Ai14(RCL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/18/2017","F2S4_170518_011","RFP-positive","A8S4_170523_02","L8S4_170531_02_A01",413,"SM-D9EQT_S01_E1-50","SM-D9EQT","R8S4-170608",2716330,92.5089393574118,4.15190208687756,3.33915855571064,0.123549053,0.000331329,84.49595594,0.00454179,0.002127871,96.38394451,0.375598013,9925,9185,488.16,488.16,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.868209606,"Core","F2S4_170518_011_A01","L6 IT",1,"F2S4_170518_011_A01",2094.02574494668,5978.67650365044
"F2S4_170526_019_G01","F2S4",2218316,10623,597528418,"Cells","Mus musculus",320535,"F",56,"Normal","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a8-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/26/2017","F2S4_170526_019","RFP-positive","A8S4_170531_06","L8S4_170607_03_G11",396,"SM-DAIFD_S87_E1-50","SM-DAIFD","R8S4-170615",3088438,84.2580699722902,11.994412181565,3.74751784614474,0.144021023,0.000226652,86.61672988,0.002378872,0.001013133,95.6955911,0.353172878,11688,10781,417.36,417.36,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1105,0.903805749,"Core","F2S4_170526_019_G01","L6 IT",1,"F2S4_170526_019_G01",2114.95655091046,6029.28462598967
"F2S4_160317_025_G01","F2S4",1984922,11152,527153377,"Cells","Mus musculus",234648,"M",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/17/2016","F2S4_160317_025","RFP-positive","A8S4_160329_02","L8S4_160405_02_G03",449,"LS-15048_S23_E1-50","LS-15048","R8S4-160411-M",2831121,83.9231083898573,11.7030527463304,4.37383886381222,0.111828495,0.000388539,85.13779524,0.002426247,0.0042492,95.30567574,0.351823648,12306,11315,387.48,387.48,"Glutamatergic","L5 IT","L5 IT VISp Col27a1",0.0885,0.896357733,"Core","F2S4_160317_025_G01","L5 IT",1,"F2S4_160317_025_G01",2047.9705691184,6053.64833768385
"F2S4_170203_025_E01","F2S4",4513949,10838,573042554,"Cells","Mus musculus",295493,"F",58,"Normal","Ai14(RCL-tdT)/wt","","Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","VISp-c","VISp, VISpm, VISpl","none","AAV2-retro-EF1a-Cre","OK","2/3/2017","F2S4_170203_025","RFP-positive","A8S4_170208_04","L8S4_170216_02_E09",471,"SM-D9CZT_S69_E1-50","SM-D9CZT","R8S4-170301",6112175,89.1819439054619,6.80595134283928,4.01210475169886,0.098230172,0.00040902,83.88028811,0.005808243,0.002200035,95.73394086,0.370314275,12181,10981,270.44,270.44,"Glutamatergic","L6 IT","L6 IT VISp Penk Col27a1",0.1171,0.85572995,"Core","F2S4_170203_025_E01","L6 IT",1,"F2S4_170203_025_E01",2131.43545369889,5992.83677608204
"F2S4_170605_002_H01","F2S4",1819142,9582,599671172,"Cells","Mus musculus",323342,"M",55,"Normal","Ctgf-T2A-dgCre/wt;Snap25-LSL-F2A-GFP/wt","Ctgf-T2A-dgCre","Snap25-LSL-F2A-GFP","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","6/5/2017","F2S4_170605_002","GFP-positive","A8S4_170607_06","L8S4_170612_02_H04",374,"SM-DAIFN_S32_E1-50","SM-DAIFN","R8S4-170621",2576494,84.8922848809158,11.5142570061618,3.59345811292243,0.125829907,0.000232875,84.51779822,0.001670099,0.001459736,95.1328045,0.355725072,10813,9714,0,0,"Glutamatergic","L6b","L6b VISp Col8a1 Rxfp1",0.488,0.909256229,"Core","F2S4_170605_002_H01","L6b",1,"F2S4_170605_002_H01",2338.4994242997,6410.91068841345
"F2S4_160128_004_D01","F2S4",1879858,7821,519593035,"Cells","Mus musculus",227802,"M",55,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/28/2016","F2S4_160128_004","RFP-positive","A8S4_160404_01","L8S4_160414_01_D06",377,"LS-15058_S44_E1-50","LS-15058","R8S4-160504",2964053,78.1738800033513,17.7975182428137,4.02860175383503,0.154045828,0.000236163,83.21588717,0.007071061,0.019181506,93.49853056,0.355487113,9177,7948,187.58,187.58,"GABAergic","Vip","Vip Ptprt Pkp2",0.2433,0.832636449,"Core","F2S4_160128_004_D01","Vip",1,"F2S4_160128_004_D01",1427.69803672248,5064.26053744015
"F2S4_161017_011_D01","F2S4",1570698,6740,567013003,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_011","RFP-positive","A8S4_161216_03","L8S4_161222_02_D04",410,"SM-D9CXQ_S28_E1-50","SM-D9CXQ","R8S4-170112",2009622,95.6537219882365,1.28060354682488,3.06567446493861,0.187398426,0.000298564,82.31498262,0.013042254,0.004627736,93.15547899,0.394780635,7466,6784,267.21,267.21,"GABAergic","Vip","Vip Rspo4 Rxfp1 Chat",0.3018,0.814272422,"Core","F2S4_161017_011_D01","Vip",1,"F2S4_161017_011_D01",1391.01303444534,5080.20452087989
"F2S4_161017_011_A01","F2S4",1490812,6898,567012979,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_011","RFP-positive","A8S4_161216_03","L8S4_161222_02_A04",404,"SM-D9CXQ_S25_E1-50","SM-D9CXQ","R8S4-170112",2310631,79.1264921244037,16.2453894159312,4.62811845966513,0.146756449,0.000259669,83.42439792,0.007524784,0.003805887,93.13490557,0.360874842,8191,6996,174.41,174.41,"GABAergic","Vip","Vip Ptprt Pkp2",0.2501,0.795484372,"Core","F2S4_161017_011_A01","Vip",1,"F2S4_161017_011_A01",1429.24453055501,5104.44131349358
"F2S4_161207_010_D01","F2S4",1757819,9564,566710501,"Cells","Mus musculus",284706,"M",59,"Normal","Ai14(RCL-tdT)/Ai14(RCL-tdT)","","Ai14(RCL-tdT)/Ai14(RCL-tdT)","L","VISp","L1-L6","Retrograde","LGd","LGd, LGv, LP","PTLp, HPF","RV-dGL-Cre","OK","12/7/2016","F2S4_161207_010","RFP-positive","A8S4_161209_01","L8S4_161220_01_D11",411,"SM-D9CXH_S84_E1-50","SM-D9CXH","R8S4-170111",2339622,89.3387601318832,6.98069341249038,3.68054645562644,0.13916778,0.000299194,85.45029924,0.004178025,0.001414758,95.5940746,0.364058655,10500,9712,467.17,467.17,"Glutamatergic","L6 CT","L6 CT VISp Gpr139",0.0511,0.882026703,"Core","F2S4_161207_010_D01","L6 CT",1,"F2S4_161207_010_D01",5352.96292058001,2583.89965683514
